EMPLOYEE1,EMPLOYEE2,similarity
EMPLOYEES70-2374,EMPLOYEES70-7150,1.0
EMPLOYEES70-2375,EMPLOYEES70-2798,1.0
EMPLOYEES70-2376,EMPLOYEES70-4439,1.0
EMPLOYEES70-2377,EMPLOYEES70-6181,1.0
EMPLOYEES70-2378,EMPLOYEES70-2558,1.0
EMPLOYEES70-2379,EMPLOYEES70-3526,1.0
EMPLOYEES70-238,EMPLOYEES30-14649,1.0
EMPLOYEES70-2380,EMPLOYEES70-5042,1.0
EMPLOYEES70-2381,EMPLOYEES70-5333,1.0
EMPLOYEES70-2382,EMPLOYEES70-6112,1.0
EMPLOYEES70-2383,EMPLOYEES30-13000,1.0
EMPLOYEES70-2384,EMPLOYEES70-3630,1.0
EMPLOYEES70-2385,EMPLOYEES70-5619,1.0
EMPLOYEES70-2386,EMPLOYEES70-1342,1.0
EMPLOYEES70-2387,EMPLOYEES70-4763,1.0
EMPLOYEES70-2388,EMPLOYEES70-869,1.0
EMPLOYEES70-2389,EMPLOYEES70-9791,1.0
EMPLOYEES70-239,EMPLOYEES70-1984,1.0
EMPLOYEES70-2390,EMPLOYEES70-9372,1.0
EMPLOYEES70-2391,EMPLOYEES70-1836,1.0
EMPLOYEES70-2392,EMPLOYEES30-13573,1.0
EMPLOYEES70-2393,EMPLOYEES70-9241,1.0
EMPLOYEES70-2395,EMPLOYEES30-11925,1.0
EMPLOYEES70-2396,EMPLOYEES70-7608,1.0
EMPLOYEES70-2397,EMPLOYEES70-3062,1.0
EMPLOYEES70-2398,EMPLOYEES30-13695,1.0
EMPLOYEES70-2399,EMPLOYEES70-4906,1.0
EMPLOYEES70-24,EMPLOYEES70-1297,1.0
EMPLOYEES70-240,EMPLOYEES30-14288,1.0
EMPLOYEES70-2400,EMPLOYEES70-7740,1.0
EMPLOYEES70-2401,EMPLOYEES70-9916,1.0
EMPLOYEES70-2402,EMPLOYEES30-14181,1.0
EMPLOYEES70-2403,EMPLOYEES70-3538,1.0
EMPLOYEES70-2404,EMPLOYEES70-8606,1.0
EMPLOYEES70-2405,EMPLOYEES70-4882,1.0
EMPLOYEES70-2407,EMPLOYEES30-13321,1.0
EMPLOYEES70-2408,EMPLOYEES70-3244,1.0
EMPLOYEES70-2409,EMPLOYEES70-9373,1.0
EMPLOYEES70-241,EMPLOYEES70-1631,1.0
EMPLOYEES70-2410,EMPLOYEES70-5851,1.0
EMPLOYEES70-2411,EMPLOYEES70-5459,1.0
EMPLOYEES70-2412,EMPLOYEES70-2100,1.0
EMPLOYEES70-2413,EMPLOYEES70-7776,1.0
EMPLOYEES70-2414,EMPLOYEES30-11607,1.0
EMPLOYEES70-2415,EMPLOYEES70-7453,1.0
EMPLOYEES70-2416,EMPLOYEES70-5963,1.0
EMPLOYEES70-2417,EMPLOYEES70-1908,1.0
EMPLOYEES70-2418,EMPLOYEES30-11081,1.0
EMPLOYEES70-2419,EMPLOYEES30-11898,1.0
EMPLOYEES70-242,EMPLOYEES30-14355,1.0
EMPLOYEES70-2420,EMPLOYEES30-11651,1.0
EMPLOYEES70-2421,EMPLOYEES70-6087,1.0
EMPLOYEES70-2422,EMPLOYEES70-9101,1.0
EMPLOYEES70-2423,EMPLOYEES70-2412,1.0
EMPLOYEES70-2424,EMPLOYEES30-11332,1.0
EMPLOYEES70-2425,EMPLOYEES70-4672,1.0
EMPLOYEES70-2426,EMPLOYEES30-10720,1.0
EMPLOYEES70-2427,EMPLOYEES70-5355,1.0
EMPLOYEES70-2428,EMPLOYEES70-3960,1.0
EMPLOYEES70-2429,EMPLOYEES30-11808,1.0
EMPLOYEES70-243,EMPLOYEES30-14389,1.0
EMPLOYEES70-2430,EMPLOYEES70-4342,1.0
EMPLOYEES70-2431,EMPLOYEES30-10748,1.0
EMPLOYEES70-2432,EMPLOYEES70-7691,1.0
EMPLOYEES70-2433,EMPLOYEES30-13493,1.0
EMPLOYEES70-2434,EMPLOYEES70-5030,1.0
EMPLOYEES70-2435,EMPLOYEES70-5377,1.0
EMPLOYEES70-2436,EMPLOYEES70-9198,1.0
EMPLOYEES70-2437,EMPLOYEES70-123,1.0
EMPLOYEES70-2438,EMPLOYEES70-6240,1.0
EMPLOYEES70-2439,EMPLOYEES70-3351,1.0
EMPLOYEES70-244,EMPLOYEES70-1438,1.0
EMPLOYEES70-2440,EMPLOYEES70-9985,1.0
EMPLOYEES70-2441,EMPLOYEES70-6836,1.0
EMPLOYEES70-2442,EMPLOYEES70-2513,1.0
EMPLOYEES70-2443,EMPLOYEES70-9670,1.0
EMPLOYEES70-2444,EMPLOYEES70-6405,1.0
EMPLOYEES70-2445,EMPLOYEES70-9760,1.0
EMPLOYEES70-2446,EMPLOYEES70-8488,1.0
EMPLOYEES70-2447,EMPLOYEES30-14033,1.0
EMPLOYEES70-2448,EMPLOYEES30-13615,1.0
EMPLOYEES70-2449,EMPLOYEES70-4518,1.0
EMPLOYEES70-245,EMPLOYEES30-12183,1.0
EMPLOYEES70-2450,EMPLOYEES70-8453,1.0
EMPLOYEES70-2451,EMPLOYEES30-10567,1.0
EMPLOYEES70-2452,EMPLOYEES30-11155,1.0
EMPLOYEES70-2453,EMPLOYEES70-1968,1.0
EMPLOYEES70-2454,EMPLOYEES70-2313,1.0
EMPLOYEES70-2455,EMPLOYEES70-1453,1.0
EMPLOYEES70-2456,EMPLOYEES30-10833,1.0
EMPLOYEES70-2457,EMPLOYEES70-8601,1.0
EMPLOYEES70-2458,EMPLOYEES70-8794,1.0
EMPLOYEES70-2459,EMPLOYEES70-3836,1.0
EMPLOYEES70-246,EMPLOYEES70-1173,1.0
EMPLOYEES70-2460,EMPLOYEES70-7740,1.0
EMPLOYEES70-2461,EMPLOYEES30-12684,1.0
EMPLOYEES70-2462,EMPLOYEES70-10336,1.0
EMPLOYEES70-2463,EMPLOYEES70-3222,1.0
EMPLOYEES70-2464,EMPLOYEES70-3329,1.0
EMPLOYEES70-2465,EMPLOYEES70-3979,1.0
EMPLOYEES70-2466,EMPLOYEES30-11298,1.0
EMPLOYEES70-2467,EMPLOYEES70-8193,1.0
EMPLOYEES70-2468,EMPLOYEES70-3374,1.0
EMPLOYEES70-2469,EMPLOYEES30-14712,1.0
EMPLOYEES70-247,EMPLOYEES70-223,1.0
EMPLOYEES70-2470,EMPLOYEES70-3249,1.0
EMPLOYEES70-2471,EMPLOYEES30-10650,1.0
EMPLOYEES70-2472,EMPLOYEES70-4997,1.0
EMPLOYEES70-2473,EMPLOYEES70-9480,1.0
EMPLOYEES70-2474,EMPLOYEES70-3797,1.0
EMPLOYEES70-2475,EMPLOYEES70-8029,1.0
EMPLOYEES70-2476,EMPLOYEES70-7069,1.0
EMPLOYEES70-2477,EMPLOYEES70-3212,1.0
EMPLOYEES70-2478,EMPLOYEES70-6492,1.0
EMPLOYEES70-2479,EMPLOYEES70-3204,1.0
EMPLOYEES70-248,EMPLOYEES70-667,1.0
EMPLOYEES70-2480,EMPLOYEES70-3536,1.0
EMPLOYEES70-2481,EMPLOYEES30-13710,1.0
EMPLOYEES70-2482,EMPLOYEES70-2606,1.0
EMPLOYEES70-2483,EMPLOYEES70-7411,1.0
EMPLOYEES70-2484,EMPLOYEES70-2276,1.0
EMPLOYEES70-2485,EMPLOYEES30-10753,1.0
EMPLOYEES70-2486,EMPLOYEES30-13877,1.0
EMPLOYEES70-2487,EMPLOYEES70-5638,1.0
EMPLOYEES70-2488,EMPLOYEES70-553,1.0
EMPLOYEES70-2489,EMPLOYEES70-10116,1.0
EMPLOYEES70-249,EMPLOYEES30-10607,1.0
EMPLOYEES70-2490,EMPLOYEES30-13922,1.0
EMPLOYEES70-2491,EMPLOYEES70-6235,1.0
EMPLOYEES70-2492,EMPLOYEES70-6476,1.0
EMPLOYEES70-2493,EMPLOYEES70-7533,1.0
EMPLOYEES70-2494,EMPLOYEES30-14979,1.0
EMPLOYEES70-2495,EMPLOYEES30-14157,1.0
EMPLOYEES70-2496,EMPLOYEES70-8504,1.0
EMPLOYEES70-2498,EMPLOYEES70-2643,1.0
EMPLOYEES70-2499,EMPLOYEES30-12034,1.0
EMPLOYEES70-25,EMPLOYEES70-8980,1.0
EMPLOYEES70-250,EMPLOYEES70-560,1.0
EMPLOYEES70-2500,EMPLOYEES70-4232,1.0
EMPLOYEES70-2501,EMPLOYEES70-6422,1.0
EMPLOYEES70-2502,EMPLOYEES70-9689,1.0
EMPLOYEES70-2503,EMPLOYEES70-9946,1.0
EMPLOYEES70-2504,EMPLOYEES70-2232,1.0
EMPLOYEES70-2505,EMPLOYEES70-7289,1.0
EMPLOYEES70-2506,EMPLOYEES70-3532,1.0
EMPLOYEES70-2507,EMPLOYEES70-5574,1.0
EMPLOYEES70-2508,EMPLOYEES70-10347,1.0
EMPLOYEES70-2509,EMPLOYEES70-2714,1.0
EMPLOYEES70-251,EMPLOYEES70-1871,1.0
EMPLOYEES70-2510,EMPLOYEES70-3892,1.0
EMPLOYEES70-2511,EMPLOYEES70-3574,1.0
EMPLOYEES70-2512,EMPLOYEES70-9744,1.0
EMPLOYEES70-2513,EMPLOYEES70-2442,1.0
EMPLOYEES70-2514,EMPLOYEES70-3942,1.0
EMPLOYEES70-2515,EMPLOYEES30-11061,1.0
EMPLOYEES70-2516,EMPLOYEES70-1446,1.0
EMPLOYEES70-2517,EMPLOYEES30-12974,1.0
EMPLOYEES70-2518,EMPLOYEES70-10455,1.0
EMPLOYEES70-2519,EMPLOYEES70-6116,1.0
EMPLOYEES70-252,EMPLOYEES30-12797,1.0
EMPLOYEES70-2520,EMPLOYEES70-10092,1.0
EMPLOYEES70-2521,EMPLOYEES70-9559,1.0
EMPLOYEES70-2522,EMPLOYEES70-1196,1.0
EMPLOYEES70-2523,EMPLOYEES30-13467,1.0
EMPLOYEES70-2524,EMPLOYEES70-3778,1.0
EMPLOYEES70-2525,EMPLOYEES70-9594,1.0
EMPLOYEES70-2526,EMPLOYEES70-386,1.0
EMPLOYEES70-2527,EMPLOYEES70-8964,1.0
EMPLOYEES70-2528,EMPLOYEES70-10065,1.0
EMPLOYEES70-2529,EMPLOYEES70-8726,1.0
EMPLOYEES70-253,EMPLOYEES30-11988,1.0
EMPLOYEES70-2530,EMPLOYEES70-9878,1.0
EMPLOYEES70-2531,EMPLOYEES30-13455,1.0
EMPLOYEES70-2532,EMPLOYEES70-1335,1.0
EMPLOYEES70-2533,EMPLOYEES70-8114,1.0
EMPLOYEES70-2534,EMPLOYEES70-3089,1.0
EMPLOYEES70-2535,EMPLOYEES70-8887,1.0
EMPLOYEES70-2536,EMPLOYEES70-7468,1.0
EMPLOYEES70-2537,EMPLOYEES70-1837,1.0
EMPLOYEES70-2538,EMPLOYEES70-3387,1.0
EMPLOYEES70-2539,EMPLOYEES30-12554,1.0
EMPLOYEES70-254,EMPLOYEES30-10967,1.0
EMPLOYEES70-2540,EMPLOYEES70-2673,1.0
EMPLOYEES70-2541,EMPLOYEES70-10316,1.0
EMPLOYEES70-2542,EMPLOYEES30-11691,1.0
EMPLOYEES70-2543,EMPLOYEES70-7226,1.0
EMPLOYEES70-2544,EMPLOYEES70-8475,1.0
EMPLOYEES70-2545,EMPLOYEES70-8620,1.0
EMPLOYEES70-2546,EMPLOYEES30-12823,1.0
EMPLOYEES70-2547,EMPLOYEES70-5793,1.0
EMPLOYEES70-2548,EMPLOYEES70-6069,1.0
EMPLOYEES70-2549,EMPLOYEES70-9028,1.0
EMPLOYEES70-255,EMPLOYEES70-5300,1.0
EMPLOYEES70-2550,EMPLOYEES70-9886,1.0
EMPLOYEES70-2551,EMPLOYEES70-1297,1.0
EMPLOYEES70-2552,EMPLOYEES70-5325,1.0
EMPLOYEES70-2553,EMPLOYEES30-13248,1.0
EMPLOYEES70-2554,EMPLOYEES70-10036,1.0
EMPLOYEES70-2555,EMPLOYEES30-12050,1.0
EMPLOYEES70-2556,EMPLOYEES70-9777,1.0
EMPLOYEES70-2557,EMPLOYEES70-8820,1.0
EMPLOYEES70-2558,EMPLOYEES70-2378,1.0
EMPLOYEES70-2559,EMPLOYEES30-11735,1.0
EMPLOYEES70-256,EMPLOYEES70-581,1.0
EMPLOYEES70-2560,EMPLOYEES70-4220,1.0
EMPLOYEES70-2561,EMPLOYEES70-5603,1.0
EMPLOYEES70-2562,EMPLOYEES70-546,1.0
EMPLOYEES70-2563,EMPLOYEES30-11501,1.0
EMPLOYEES70-2564,EMPLOYEES70-5095,1.0
EMPLOYEES70-2565,EMPLOYEES30-14718,1.0
EMPLOYEES70-2566,EMPLOYEES30-11036,1.0
EMPLOYEES70-2567,EMPLOYEES70-10192,1.0
EMPLOYEES70-2568,EMPLOYEES30-10967,1.0
EMPLOYEES70-2569,EMPLOYEES70-4270,1.0
EMPLOYEES70-257,EMPLOYEES70-57,1.0
EMPLOYEES70-2570,EMPLOYEES30-10598,1.0
EMPLOYEES70-2571,EMPLOYEES70-7887,1.0
EMPLOYEES70-2572,EMPLOYEES30-11657,1.0
EMPLOYEES70-2573,EMPLOYEES30-12999,1.0
EMPLOYEES70-2574,EMPLOYEES70-3977,1.0
EMPLOYEES70-2575,EMPLOYEES70-8075,1.0
EMPLOYEES70-2576,EMPLOYEES70-1625,1.0
EMPLOYEES70-2577,EMPLOYEES70-4876,1.0
EMPLOYEES70-2578,EMPLOYEES30-10810,1.0
EMPLOYEES70-2579,EMPLOYEES70-8136,1.0
EMPLOYEES70-258,EMPLOYEES70-5491,1.0
EMPLOYEES70-2580,EMPLOYEES30-13326,1.0
EMPLOYEES70-2581,EMPLOYEES70-3933,1.0
EMPLOYEES70-2582,EMPLOYEES70-8820,1.0
EMPLOYEES70-2583,EMPLOYEES70-3264,1.0
EMPLOYEES70-2584,EMPLOYEES70-2001,1.0
EMPLOYEES70-2585,EMPLOYEES30-14988,1.0
EMPLOYEES70-2586,EMPLOYEES70-7450,1.0
EMPLOYEES70-2587,EMPLOYEES70-9601,1.0
EMPLOYEES70-2588,EMPLOYEES70-7198,1.0
EMPLOYEES70-2589,EMPLOYEES70-9436,1.0
EMPLOYEES70-259,EMPLOYEES70-3555,1.0
EMPLOYEES70-2590,EMPLOYEES70-2929,1.0
EMPLOYEES70-2591,EMPLOYEES70-4840,1.0
EMPLOYEES70-2592,EMPLOYEES70-4537,1.0
EMPLOYEES70-2593,EMPLOYEES70-2067,1.0
EMPLOYEES70-2594,EMPLOYEES70-7107,1.0
EMPLOYEES70-2595,EMPLOYEES30-14009,1.0
EMPLOYEES70-2596,EMPLOYEES70-5861,1.0
EMPLOYEES70-2597,EMPLOYEES70-2678,1.0
EMPLOYEES70-2598,EMPLOYEES30-11199,1.0
EMPLOYEES70-2599,EMPLOYEES70-2687,1.0
EMPLOYEES70-26,EMPLOYEES70-4533,1.0
EMPLOYEES70-260,EMPLOYEES70-1064,1.0
EMPLOYEES70-2600,EMPLOYEES70-8387,1.0
EMPLOYEES70-2601,EMPLOYEES70-2989,1.0
EMPLOYEES70-2602,EMPLOYEES70-4280,1.0
EMPLOYEES70-2603,EMPLOYEES70-8320,1.0
EMPLOYEES70-2604,EMPLOYEES70-3549,1.0
EMPLOYEES70-2605,EMPLOYEES70-4390,1.0
EMPLOYEES70-2606,EMPLOYEES70-2482,1.0
EMPLOYEES70-2607,EMPLOYEES70-6431,1.0
EMPLOYEES70-2608,EMPLOYEES70-8947,1.0
EMPLOYEES70-2609,EMPLOYEES70-10131,1.0
EMPLOYEES70-261,EMPLOYEES30-12248,1.0
EMPLOYEES70-2610,EMPLOYEES70-6174,1.0
EMPLOYEES70-2611,EMPLOYEES70-8590,1.0
EMPLOYEES70-2612,EMPLOYEES70-4610,1.0
EMPLOYEES70-2613,EMPLOYEES70-6692,1.0
EMPLOYEES70-2614,EMPLOYEES70-4167,1.0
EMPLOYEES70-2615,EMPLOYEES70-9151,1.0
EMPLOYEES70-2616,EMPLOYEES70-3652,1.0
EMPLOYEES70-2617,EMPLOYEES70-1797,1.0
EMPLOYEES70-2618,EMPLOYEES30-11486,1.0
EMPLOYEES70-2619,EMPLOYEES70-3009,1.0
EMPLOYEES70-262,EMPLOYEES30-10682,1.0
EMPLOYEES70-2620,EMPLOYEES30-11816,1.0
EMPLOYEES70-2621,EMPLOYEES70-3938,1.0
EMPLOYEES70-2622,EMPLOYEES30-14927,1.0
EMPLOYEES70-2623,EMPLOYEES70-3762,1.0
EMPLOYEES70-2624,EMPLOYEES70-3137,1.0
EMPLOYEES70-2625,EMPLOYEES30-11933,1.0
EMPLOYEES70-2626,EMPLOYEES30-10696,1.0
EMPLOYEES70-2627,EMPLOYEES30-10777,1.0
EMPLOYEES70-2628,EMPLOYEES70-8804,1.0
EMPLOYEES70-2629,EMPLOYEES70-3342,1.0
EMPLOYEES70-263,EMPLOYEES70-4353,1.0
EMPLOYEES70-2630,EMPLOYEES70-3962,1.0
EMPLOYEES70-2631,EMPLOYEES30-11262,1.0
EMPLOYEES70-2632,EMPLOYEES30-13932,1.0
EMPLOYEES70-2633,EMPLOYEES70-4604,1.0
EMPLOYEES70-2634,EMPLOYEES70-6609,1.0
EMPLOYEES70-2635,EMPLOYEES70-3843,1.0
EMPLOYEES70-2636,EMPLOYEES70-4080,1.0
EMPLOYEES70-2637,EMPLOYEES70-6649,1.0
EMPLOYEES70-2638,EMPLOYEES30-12849,1.0
EMPLOYEES70-2639,EMPLOYEES70-4428,1.0
EMPLOYEES70-264,EMPLOYEES30-12166,1.0
EMPLOYEES70-2640,EMPLOYEES30-12443,1.0
EMPLOYEES70-2641,EMPLOYEES70-8935,1.0
EMPLOYEES70-2642,EMPLOYEES70-1336,1.0
EMPLOYEES70-2643,EMPLOYEES70-1280,1.0
EMPLOYEES70-2644,EMPLOYEES70-236,1.0
EMPLOYEES70-2645,EMPLOYEES70-3686,1.0
EMPLOYEES70-2646,EMPLOYEES70-9679,1.0
EMPLOYEES70-2647,EMPLOYEES30-14091,1.0
EMPLOYEES70-2648,EMPLOYEES30-11682,1.0
EMPLOYEES70-2649,EMPLOYEES70-2096,1.0
EMPLOYEES70-265,EMPLOYEES30-12721,1.0
EMPLOYEES70-2650,EMPLOYEES70-3921,1.0
EMPLOYEES70-2651,EMPLOYEES30-12047,1.0
EMPLOYEES70-2652,EMPLOYEES30-14109,1.0
EMPLOYEES70-2653,EMPLOYEES70-5709,1.0
EMPLOYEES70-2654,EMPLOYEES70-1521,1.0
EMPLOYEES70-2655,EMPLOYEES70-3097,1.0
EMPLOYEES70-2656,EMPLOYEES30-10905,1.0
EMPLOYEES70-2657,EMPLOYEES70-5059,1.0
EMPLOYEES70-2658,EMPLOYEES70-3403,1.0
EMPLOYEES70-2659,EMPLOYEES70-4263,1.0
EMPLOYEES70-266,EMPLOYEES30-11869,1.0
EMPLOYEES70-2660,EMPLOYEES70-9356,1.0
EMPLOYEES70-2661,EMPLOYEES30-14119,1.0
EMPLOYEES70-2662,EMPLOYEES30-12820,1.0
EMPLOYEES70-2663,EMPLOYEES70-8426,1.0
EMPLOYEES70-2664,EMPLOYEES70-5310,1.0
EMPLOYEES70-2665,EMPLOYEES70-5557,1.0
EMPLOYEES70-2666,EMPLOYEES30-13314,1.0
EMPLOYEES70-2667,EMPLOYEES70-7429,1.0
EMPLOYEES70-2668,EMPLOYEES30-11580,1.0
EMPLOYEES70-2669,EMPLOYEES70-8928,1.0
EMPLOYEES70-267,EMPLOYEES70-1808,1.0
EMPLOYEES70-2670,EMPLOYEES70-5226,1.0
EMPLOYEES70-2671,EMPLOYEES70-10073,1.0
EMPLOYEES70-2672,EMPLOYEES70-5190,1.0
EMPLOYEES70-2673,EMPLOYEES70-2540,1.0
EMPLOYEES70-2674,EMPLOYEES30-14054,1.0
EMPLOYEES70-2675,EMPLOYEES30-11569,1.0
EMPLOYEES70-2676,EMPLOYEES70-6846,1.0
EMPLOYEES70-2677,EMPLOYEES70-3295,1.0
EMPLOYEES70-2678,EMPLOYEES70-2597,1.0
EMPLOYEES70-2679,EMPLOYEES30-12566,1.0
EMPLOYEES70-268,EMPLOYEES30-12032,1.0
EMPLOYEES70-2680,EMPLOYEES70-9228,1.0
EMPLOYEES70-2681,EMPLOYEES70-3227,1.0
EMPLOYEES70-2682,EMPLOYEES30-12245,1.0
EMPLOYEES70-2683,EMPLOYEES70-8651,1.0
EMPLOYEES70-2684,EMPLOYEES70-10053,1.0
EMPLOYEES70-2685,EMPLOYEES70-7897,1.0
EMPLOYEES70-2686,EMPLOYEES70-2482,1.0
EMPLOYEES70-2687,EMPLOYEES30-11700,1.0
EMPLOYEES70-2688,EMPLOYEES30-13961,1.0
EMPLOYEES70-2689,EMPLOYEES30-13737,1.0
EMPLOYEES70-269,EMPLOYEES70-7150,1.0
EMPLOYEES70-2690,EMPLOYEES70-4316,1.0
EMPLOYEES70-2691,EMPLOYEES70-5672,1.0
EMPLOYEES70-2692,EMPLOYEES70-10270,1.0
EMPLOYEES70-2693,EMPLOYEES30-11121,1.0
EMPLOYEES70-2694,EMPLOYEES70-3902,1.0
EMPLOYEES70-2695,EMPLOYEES30-11722,1.0
EMPLOYEES70-2696,EMPLOYEES70-6695,1.0
EMPLOYEES70-2697,EMPLOYEES70-4897,1.0
EMPLOYEES70-2698,EMPLOYEES30-10949,1.0
EMPLOYEES70-2699,EMPLOYEES70-898,1.0
EMPLOYEES70-27,EMPLOYEES30-14172,1.0
EMPLOYEES70-270,EMPLOYEES30-12210,1.0
EMPLOYEES70-2701,EMPLOYEES30-11420,1.0
EMPLOYEES70-2702,EMPLOYEES70-5768,1.0
EMPLOYEES70-2703,EMPLOYEES70-6500,1.0
EMPLOYEES70-2704,EMPLOYEES70-1587,1.0
EMPLOYEES70-2705,EMPLOYEES70-2085,1.0
EMPLOYEES70-2706,EMPLOYEES70-4676,1.0
EMPLOYEES70-2707,EMPLOYEES70-748,1.0
EMPLOYEES70-2708,EMPLOYEES70-3831,1.0
EMPLOYEES70-2709,EMPLOYEES70-8178,1.0
EMPLOYEES70-271,EMPLOYEES30-14792,1.0
EMPLOYEES70-2710,EMPLOYEES70-10076,1.0
EMPLOYEES70-2711,EMPLOYEES70-3184,1.0
EMPLOYEES70-2712,EMPLOYEES30-10816,1.0
EMPLOYEES70-2713,EMPLOYEES70-941,1.0
EMPLOYEES70-2714,EMPLOYEES70-2509,1.0
EMPLOYEES70-2715,EMPLOYEES70-3920,1.0
EMPLOYEES70-2716,EMPLOYEES30-13420,1.0
EMPLOYEES70-2717,EMPLOYEES70-9766,1.0
EMPLOYEES70-2718,EMPLOYEES70-3405,1.0
EMPLOYEES70-2719,EMPLOYEES70-2598,1.0
EMPLOYEES70-272,EMPLOYEES70-1162,1.0
EMPLOYEES70-2720,EMPLOYEES70-3298,1.0
EMPLOYEES70-2721,EMPLOYEES70-8396,1.0
EMPLOYEES70-2722,EMPLOYEES70-9728,1.0
EMPLOYEES70-2723,EMPLOYEES70-3642,1.0
EMPLOYEES70-2724,EMPLOYEES70-2356,1.0
EMPLOYEES70-2725,EMPLOYEES70-6404,1.0
EMPLOYEES70-2726,EMPLOYEES70-5603,1.0
EMPLOYEES70-2727,EMPLOYEES30-13650,1.0
EMPLOYEES70-2728,EMPLOYEES70-8681,1.0
EMPLOYEES70-2729,EMPLOYEES30-11509,1.0
EMPLOYEES70-273,EMPLOYEES30-13473,1.0
EMPLOYEES70-2730,EMPLOYEES70-3444,1.0
EMPLOYEES70-2731,EMPLOYEES70-1754,1.0
EMPLOYEES70-2732,EMPLOYEES70-9172,1.0
EMPLOYEES70-2733,EMPLOYEES70-2027,1.0
EMPLOYEES70-2734,EMPLOYEES70-8134,1.0
EMPLOYEES70-2735,EMPLOYEES30-12553,1.0
EMPLOYEES70-2736,EMPLOYEES70-6344,1.0
EMPLOYEES70-2737,EMPLOYEES70-522,1.0
EMPLOYEES70-2738,EMPLOYEES70-3888,1.0
EMPLOYEES70-2739,EMPLOYEES70-7805,1.0
EMPLOYEES70-274,EMPLOYEES70-1102,1.0
EMPLOYEES70-2740,EMPLOYEES70-10330,1.0
EMPLOYEES70-2742,EMPLOYEES70-1078,1.0
EMPLOYEES70-2743,EMPLOYEES70-5831,1.0
EMPLOYEES70-2744,EMPLOYEES70-8920,1.0
EMPLOYEES70-2745,EMPLOYEES30-11413,1.0
EMPLOYEES70-2746,EMPLOYEES30-10671,1.0
EMPLOYEES70-2747,EMPLOYEES70-7849,1.0
EMPLOYEES70-2748,EMPLOYEES70-10404,1.0
EMPLOYEES70-2749,EMPLOYEES30-12808,1.0
EMPLOYEES70-275,EMPLOYEES70-1385,1.0
EMPLOYEES70-2750,EMPLOYEES70-8268,1.0
EMPLOYEES70-2751,EMPLOYEES70-6520,1.0
EMPLOYEES70-2752,EMPLOYEES70-3146,1.0
EMPLOYEES70-2753,EMPLOYEES70-4365,1.0
EMPLOYEES70-2754,EMPLOYEES70-10332,1.0
EMPLOYEES70-2755,EMPLOYEES30-14702,1.0
EMPLOYEES70-2757,EMPLOYEES70-539,1.0
EMPLOYEES70-2758,EMPLOYEES70-4723,1.0
EMPLOYEES70-2759,EMPLOYEES70-3626,1.0
EMPLOYEES70-276,EMPLOYEES70-451,1.0
EMPLOYEES70-2760,EMPLOYEES70-9874,1.0
EMPLOYEES70-2761,EMPLOYEES70-3289,1.0
EMPLOYEES70-2762,EMPLOYEES30-11011,1.0
EMPLOYEES70-2763,EMPLOYEES70-9938,1.0
EMPLOYEES70-2764,EMPLOYEES70-4110,1.0
EMPLOYEES70-2765,EMPLOYEES70-2641,1.0
EMPLOYEES70-2766,EMPLOYEES70-8968,1.0
EMPLOYEES70-2767,EMPLOYEES70-6693,1.0
EMPLOYEES70-2768,EMPLOYEES30-12188,1.0
EMPLOYEES70-2769,EMPLOYEES30-14028,1.0
EMPLOYEES70-277,EMPLOYEES70-1546,1.0
EMPLOYEES70-2770,EMPLOYEES30-12203,1.0
EMPLOYEES70-2771,EMPLOYEES30-12428,1.0
EMPLOYEES70-2772,EMPLOYEES70-6048,1.0
EMPLOYEES70-2773,EMPLOYEES30-14387,1.0
EMPLOYEES70-2774,EMPLOYEES70-8912,1.0
EMPLOYEES70-2775,EMPLOYEES70-9767,1.0
EMPLOYEES70-2776,EMPLOYEES70-6824,1.0
EMPLOYEES70-2777,EMPLOYEES70-8006,1.0
EMPLOYEES70-2778,EMPLOYEES70-9982,1.0
EMPLOYEES70-2779,EMPLOYEES70-7406,1.0
EMPLOYEES70-278,EMPLOYEES70-7322,1.0
EMPLOYEES70-2780,EMPLOYEES70-5606,1.0
EMPLOYEES70-2781,EMPLOYEES70-696,1.0
EMPLOYEES70-2782,EMPLOYEES30-11126,1.0
EMPLOYEES70-2783,EMPLOYEES70-10058,1.0
EMPLOYEES70-2784,EMPLOYEES70-8825,1.0
EMPLOYEES70-2785,EMPLOYEES70-9933,1.0
EMPLOYEES70-2786,EMPLOYEES30-13053,1.0
EMPLOYEES70-2787,EMPLOYEES70-4767,1.0
EMPLOYEES70-2788,EMPLOYEES70-4740,1.0
EMPLOYEES70-2789,EMPLOYEES70-6888,1.0
EMPLOYEES70-279,EMPLOYEES30-12274,1.0
EMPLOYEES70-2790,EMPLOYEES70-2253,1.0
EMPLOYEES70-2791,EMPLOYEES70-9004,1.0
EMPLOYEES70-2793,EMPLOYEES30-10677,1.0
EMPLOYEES70-2794,EMPLOYEES70-4934,1.0
EMPLOYEES70-2795,EMPLOYEES30-10727,1.0
EMPLOYEES70-2796,EMPLOYEES70-5287,1.0
EMPLOYEES70-2797,EMPLOYEES70-2339,1.0
EMPLOYEES70-2798,EMPLOYEES70-9441,1.0
EMPLOYEES70-2799,EMPLOYEES30-13455,1.0
EMPLOYEES70-28,EMPLOYEES30-14289,1.0
EMPLOYEES70-280,EMPLOYEES70-4546,1.0
EMPLOYEES70-2800,EMPLOYEES70-5393,1.0
